,,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,0.12025,0.12025,0.14825,0.027999999999999997,False,0.14375,0.17174999999999999,1,0.44124740539771895,0.13425,0.014000000000000012,0.013999999999999985,35.714285714285715,0.009294396255539279
MeanVar1,0.292,0.292,0.3225,0.030500000000000027,False,0.14375,0.17425000000000002,1,0.4733392753711208,0.30725,0.015250000000000041,0.015249999999999986,32.78688524590161,0.010760411319319275
MeanVar1,0.46625,0.46625,0.49475,0.028500000000000025,False,0.14200000000000002,0.17050000000000004,1,0.4470898804239432,0.48,0.013749999999999984,0.01475000000000004,35.08771929824558,0.009560418060293906
MeanVar1,0.63675,0.63675,0.6645,0.02774999999999994,False,0.14375000000000004,0.17149999999999999,1,0.44070023739067066,0.65075,0.014000000000000012,0.013749999999999929,36.036036036036116,0.009219585953225574
MeanVar1,0.80825,0.80825,0.8385,0.03025,False,0.14425,0.1745,1,0.4638694402511465,0.82325,0.015000000000000013,0.015249999999999986,33.057851239669425,0.01049341992326885
MeanVar1,0.98275,0.98275,1.011,0.028249999999999886,False,0.14200000000000013,0.17025,1,0.4466672714840634,0.9965,0.01375000000000004,0.014499999999999846,35.398230088495716,0.009538257220083366
MeanVar1,1.153,1.153,1.181,0.028000000000000025,False,0.14349999999999996,0.17149999999999999,1,0.44760138573519653,1.167,0.014000000000000012,0.014000000000000012,35.71428571428568,0.009381030078155182
MeanVar1,1.3245,1.3245,1.35525,0.030750000000000055,False,0.1439999999999999,0.17474999999999996,1,0.48128534670636414,1.3395000000000001,0.015000000000000124,0.01574999999999993,32.52032520325197,0.010992622194781494
MeanVar1,1.49925,1.49925,1.5275,0.02825000000000011,False,0.14249999999999985,0.17074999999999996,1,0.4423913057616007,1.5130000000000001,0.013750000000000151,0.014499999999999957,35.39823008849544,0.009439947268841262
MeanVar1,1.67,1.67,1.6975,0.02750000000000008,False,0.14375000000000004,0.17125000000000012,1,0.4366306867911004,1.68375,0.013750000000000151,0.013749999999999929,36.36363636363626,0.009068744093270513
MeanVar1,1.84125,1.84125,1.8715,0.030249999999999888,False,0.14500000000000024,0.17525000000000013,1,0.4615144824903655,1.85625,0.014999999999999902,0.015249999999999986,33.057851239669546,0.01044626563544401
MeanVar1,2.0165,2.0165,2.04475,0.028249999999999886,False,0.14250000000000007,0.17074999999999996,1,0.4439871642823846,2.0300000000000002,0.013500000000000068,0.014749999999999819,35.398230088495716,0.00948009027274285
MeanVar1,2.18725,2.18725,2.21525,0.028000000000000025,False,0.14374999999999982,0.17174999999999985,1,0.45072138822843566,2.20125,0.01399999999999979,0.014000000000000234,35.71428571428568,0.009444946584958699
MeanVar1,2.359,2.359,2.3895,0.03049999999999997,False,0.14475000000000016,0.17525000000000013,1,0.4693904198857737,2.37425,0.015249999999999986,0.015249999999999986,32.78688524590167,0.01068642484326482
MeanVar1,2.53425,2.53425,2.56225,0.028000000000000025,False,0.1419999999999999,0.16999999999999993,1,0.44244027702254,2.548,0.013749999999999929,0.014250000000000096,35.71428571428568,0.009349218689728234
MeanVar1,2.70425,2.70425,2.73275,0.028499999999999748,False,0.14425,0.17274999999999974,1,0.4439209826932259,2.7182500000000003,0.014000000000000234,0.014499999999999513,35.08771929824592,0.00946112980333111
MeanVar1,2.877,2.877,2.90725,0.03025000000000011,False,0.1445000000000003,0.1747500000000004,1,0.4669351361642744,2.8925,0.015500000000000291,0.014749999999999819,33.057851239669304,0.010549791165299013
MeanVar1,3.05175,3.05175,3.07975,0.028000000000000025,False,0.1419999999999999,0.16999999999999993,1,0.4469002120840083,3.06575,0.01399999999999979,0.014000000000000234,35.71428571428568,0.009429155157599844
